File Name,Entity,Label
10.txt,Septe,ORG
10.txt,11.4,CARDINAL
10.txt,26,CARDINAL
10.txt,Divisi,PERSON
10.txt,27,CARDINAL
10.txt,Divis,PERSON
10.txt,25 August 2002,DATE
10.txt,VI,WORK_OF_ART
10.txt,29,CARDINAL
10.txt,30,CARDINAL
10.txt,doc,ORG
10.txt,31,CARDINAL
10.txt,32,CARDINAL
10.txt,li,PERSON
10.txt,33,CARDINAL
10.txt,Three,CARDINAL
10.txt,34,CARDINAL
10.txt,the Office of the Legal Adviser,ORG
10.txt,the Cargo Apron,PRODUCT
10.txt,36,CARDINAL
10.txt,37,CARDINAL
10.txt,the UNMIK Public Procurement Regula,ORG
10.txt,38,CARDINAL
10.txt,39,CARDINAL
10.txt,DPKO,ORG
10.txt,MONUC,PERSON
10.txt,2/04,CARDINAL
105.txt,"Carbon Emissions
WikiLeaks",ORG
105.txt,"July 31, 2015",DATE
105.txt,a Secret US National Security Agency,ORG
105.txt,NSA,ORG
105.txt,"the Japanese Ministry of Economy, Trade and Industry",ORG
105.txt,the Ministry of Foreign Affairs,ORG
105.txt,Japanese,NORP
105.txt,Shinzo Abe,PERSON
105.txt,Washington DC,GPE
105.txt,George W Bush,PERSON
105.txt,Abe,PERSON
105.txt,the United States,GPE
105.txt,Bush,PERSON
105.txt,the National Security Agency,ORG
105.txt,National Security Agency,ORG
105.txt,Top Secret,PERSON
105.txt,NOFORN,ORG
105.txt,United States,GPE
105.txt,USA,GPE
105.txt,Japan,GPE
105.txt,Economy Trade and Industry,ORG
105.txt,METI,GPE
105.txt,Ministry of Foreign Affairs,ORG
105.txt,MFA,ORG
105.txt,Washington,GPE
105.txt,Restraint,PERSON
105.txt,Reducing Carbon Emissions,ORG
105.txt,Half,CARDINAL
105.txt,2050,DATE
105.txt,Organisation:National Security Agency,ORG
105.txt,Pages:1Japanese,NORP
105.txt,Carbon Emissions,PERSON
105.txt,26,CARDINAL
105.txt,27 April,DATE
105.txt,U.S.,GPE
105.txt,three,CARDINAL
105.txt,the Ministry,ORG
105.txt,United States,GPE
105.txt,Z­3,PERSON
105.txt,181733Z,DATE
106.txt,Japan,GPE
106.txt,Doubles Down,PERSON
106.txt,"Carbon Emissions
WikiLeaks",PERSON
106.txt,"July 31, 2015",DATE
106.txt,US National Security Agency,ORG
106.txt,NSA,ORG
106.txt,2008,DATE
106.txt,Japanese,NORP
106.txt,the International Energy Agency,ORG
106.txt,IEA,ORG
106.txt,the European Union,ORG
106.txt,European,NORP
106.txt,National Security Agency,ORG
106.txt,Top Secret,PERSON
106.txt,NOFORN,ORG
106.txt,United States,GPE
106.txt,USA,GPE
106.txt,"European
Union",ORG
106.txt,EU,ORG
106.txt,Ministry of Economy Trade and Industry,ORG
106.txt,METI,GPE
106.txt,"International
Energy Agency",ORG
106.txt,Masakazu Toyoda,PERSON
106.txt,Restraint,PERSON
106.txt,Tokyo,GPE
106.txt,Climate Change Officials,ORG
106.txt,European Union,ORG
106.txt,Birol,ORG
106.txt,Masakazu Toyoda,PERSON
106.txt,three,CARDINAL
106.txt,first,ORDINAL
106.txt,China,GPE
106.txt,India,GPE
106.txt,U.S.,GPE
106.txt,second,ORDINAL
106.txt,third,ORDINAL
106.txt,Toyoda,PERSON
106.txt,One,CARDINAL
106.txt,Europeans,NORP
106.txt,Z­3/OO/4448­08,ORG
106.txt,041359Z,DATE
107.txt,US,GPE
107.txt,Japan,GPE
107.txt,Confidential G-8 Proposals,ORG
107.txt,"July 31, 2015",DATE
107.txt,US National Security Agency,ORG
107.txt,NSA,ORG
107.txt,Japanese,NORP
107.txt,2008 G-8 Summit,WORK_OF_ART
107.txt,Lake Toya,LOC
107.txt,G-8,PERSON
107.txt,the United States',GPE
107.txt,Five Eyes,WORK_OF_ART
107.txt,Australia,GPE
107.txt,Canada,GPE
107.txt,Great Britain,GPE
107.txt,"New 
Zealand",GPE
107.txt,National Security Agency,ORG
107.txt,Top Secret,PERSON
107.txt,NOFORN,ORG
107.txt,United States,GPE
107.txt,USA,GPE
107.txt,Ministry of Economy Trade and Industry,ORG
107.txt,METI,GPE
107.txt,"Ministry of Foreign
Affairs",ORG
107.txt,MFA,ORG
107.txt,Ministry of Finance,ORG
107.txt,Ministry of Environment,ORG
107.txt,Nobutaka Machimura,PERSON
107.txt,Restraint,PERSON
107.txt,SECRET//COMINT//REL TO USA,ORG
107.txt,AUS,GPE
107.txt,NZL,ORG
107.txt,Pages:1Japanese,NORP
107.txt,AUS,ORG
107.txt,Cabinet,ORG
107.txt,February,DATE
107.txt,Lake Toya,FAC
107.txt,July,DATE
107.txt,"Unconventional 
 
International",ORG
107.txt,3,CARDINAL
107.txt,252149Z,DATE
108.txt,Japan,GPE
108.txt,"Cherry Feud
WikiLeaks",PERSON
108.txt,"July 31, 2015",DATE
108.txt,a Secret US National Security Agency,ORG
108.txt,NSA,ORG
108.txt,2009,DATE
108.txt,"the Japanese Ministry of Agriculture, Forestry and Fisheries",ORG
108.txt,National Security Agency,ORG
108.txt,US,GPE
108.txt,Washington,GPE
108.txt,Japanese,NORP
108.txt,Top Secret,PERSON
108.txt,NOFORN,ORG
108.txt,United States,GPE
108.txt,USA,GPE
108.txt,"European
Union",ORG
108.txt,EU,ORG
108.txt,Ministry of Agriculture Forestry and Fisheries,ORG
108.txt,MAFF,PERSON
108.txt,Department of Agriculture,ORG
108.txt,U.S.,GPE
108.txt,Cherry,PERSON
108.txt,Pages:1Japanese,NORP
108.txt,the ministry's,ORG
108.txt,Tokyo,GPE
108.txt,this month,DATE
108.txt,Pacific,LOC
108.txt,One,CARDINAL
108.txt,Z­3/OO/515570­09,ORG
108.txt,221708Z,DATE
11.txt,UNITED NATIONS,ORG
11.txt,Kosovo,GPE
11.txt,"Investigation Task Force 
 
 
Allegations",ORG
11.txt,Pristina Airport,FAC
11.txt,"I. INTRODUCTION 
 
",ORG
11.txt,1,CARDINAL
11.txt,28,CARDINAL
11.txt,February 2003,DATE
11.txt,Pristina International Airport,FAC
11.txt,"the Chartered 
Accountants",ORG
11.txt,"Pristina 
",FAC
11.txt,International Airport,FAC
11.txt,2,CARDINAL
11.txt,three,CARDINAL
11.txt,• Employees,ORG
11.txt,Pri,PERSON
11.txt,1999/24,CARDINAL
11.txt,12 December 1999,DATE
11.txt,22 March 1989,DATE
11.txt,UN,ORG
11.txt,110.1,CARDINAL
11.txt,the Charter of the United Nations,LAW
11.txt,the Staff Regulations,WORK_OF_ART
11.txt,10.2,CARDINAL
11.txt,3,CARDINAL
11.txt,the Investigation Task Force,ORG
11.txt,Pillar,ORG
11.txt,4,CARDINAL
11.txt,BACKGROUND,ORG
11.txt,5,CARDINAL
11.txt,Yugoslavian,NORP
11.txt,2001,DATE
11.txt,2003,DATE
11.txt,"the 
Public Enterprise Airport Pristina",ORG
11.txt,Kosovo Force,ORG
11.txt,United Nations Sec,ORG
11.txt,Council,ORG
11.txt,1244,CARDINAL
11.txt,10 June 1999,DATE
11.txt,UNMIK Regulation No 1/,ORG
11.txt,1999,DATE
11.txt,25 July 1999,DATE
11.txt,UNMIK,ORG
11.txt,Ko,PERSON
11.txt,6,CARDINAL
11.txt,the end of June 2002,DATE
11.txt,the Civil Administration,ORG
11.txt,Official 1 and Official 2,LAW
11.txt,Pillar II,PRODUCT
11.txt,the Department of Transport,ORG
11.txt,"the Transport 
Sector of the UNMIK Directorate of Infrastructure A",ORG
11.txt,DOTI,ORG
11.txt,31 July 2000,DATE
11.txt,30 September 2001,DATE
11.txt,United Nations,ORG
11.txt,Consultant,PRODUCT
11.txt,Consulting Firm,ORG
11.txt,7,CARDINAL
11.txt,1 July 2002,DATE
11.txt,Pillar II,EVENT
11.txt,the Kosovo Trust Agency,ORG
11.txt,Divisional,ORG
11.txt,the Airport Sector,FAC
11.txt,the Air Traffic Control Services,ORG
11.txt,8,CARDINAL
11.txt,1 April 2004,DATE
11.txt,Pristina International Airport,EVENT
11.txt,KFOR,ORG
11.txt,9,CARDINAL
11.txt,10,CARDINAL
11.txt,December 2001,DATE
11.txt,11,CARDINAL
11.txt,21,CARDINAL
11.txt,Pristina,GPE
11.txt,The year 2001,DATE
11.txt,12,CARDINAL
11.txt,passeng,PERSON
11.txt,13,CARDINAL
11.txt,14,CARDINAL
11.txt,ITF,ORG
11.txt,1 January 2002,DATE
11.txt,Handling Fees,ORG
11.txt,15,CARDINAL
11.txt,"DM 14,357,949",ORG
11.txt,"7,341,163",MONEY
11.txt,"7,376,182",MONEY
11.txt,Chartered Account,ORG
11.txt,16,DATE
11.txt,17,CARDINAL
11.txt,• Airline,ORG
11.txt,DM 2190,DATE
11.txt,DM 2888,DATE
11.txt,18,CARDINAL
11.txt,Airl,PRODUCT
11.txt,20,CARDINAL
11.txt,ed with de-,PERSON
11.txt,one,CARDINAL
11.txt,25 DM,MONEY
11.txt,February 2001,DATE
11.txt,31 December 2001,DATE
11.txt,"the month of January 
2001",DATE
11.txt,22,CARDINAL
11.txt,"375,472",CARDINAL
11.txt,"18,996",CARDINAL
11.txt,25,CARDINAL
11.txt,Euro,PERSON
11.txt,"4,799,395",MONEY
11.txt,"4,919,190",MONEY
11.txt,the whole year,DATE
11.txt,the month of Jan uary 2001,DATE
11.txt,23,CARDINAL
11.txt,24,CARDINAL
11.txt,IATA,ORG
11.txt,"Airline 3, Airline 4, Airl ine 5 and Airline",ORG
11.txt,Pristina Ai,FAC
11.txt,26,CARDINAL
11.txt,27,CARDINAL
11.txt,Airlines,ORG
110.txt,TS//SI//NF)EU,ORG
110.txt,TherewasaconvictioninbothBrusselsandTokyo,GPE
110.txt,"JapaneseMinisterofAgriculture,Forestry",ORG
110.txt,Fischer-Boelindicated,ORG
110.txt,"Klaus-Dieter
Borchardt",ORG
110.txt,"Unconventional
Japaneseleadership
Z-3/OO/33343-06,291712Z",ORG
111.txt,European,NORP
111.txt,22,CARDINAL
111.txt,October,DATE
111.txt,German,NORP
111.txt,Angela Merkel,PERSON
111.txt,French,NORP
111.txt,Nicolas Sarkozy,PERSON
111.txt,Italian,NORP
111.txt,Silvio Berlusconi,PERSON
111.txt,Valentino Valentini,PERSON
111.txt,Rome,GPE
111.txt,Sarkozy,PERSON
111.txt,Italy,GPE
111.txt,Berlusconi,PERSON
111.txt,the 24th,DATE
111.txt,Valentini,GPE
111.txt,EU Council,ORG
111.txt,Herman Van Rompuy,PERSON
111.txt,EU,ORG
111.txt,Rompuy,ORG
111.txt,Spain,GPE
111.txt,Z-3/OO/550156-11,ORG
111.txt,251344Z,DATE
112.txt,FVEY,ORG
112.txt,includingItaly,GPE
112.txt,Netanyahusaid,ORG
112.txt,istokeepthePalestinians,NORP
112.txt,SCS,ORG
112.txt,"3/79/37-10,161635Z;3",PRODUCT
113.txt,hasgivennoticethatitintendstostriveforalong-termcommitmenton,PERSON
113.txt,India,GPE
113.txt,Brazil,GPE
113.txt,Australia,GPE
113.txt,Indonesia,GPE
113.txt,SouthKorea,ORG
113.txt,SouthAfrica,ORG
113.txt,andMexico,GPE
113.txt,Japan.)MasaharuKono,PRODUCT
113.txt,hisGermancounterpart,ORG
113.txt,BerndPfaffenback,ORG
113.txt,on17June,DATE
113.txt,TheGermanalsonotedthat,ORG
113.txt,"Japanesediplomatic
Z-3",ORG
114.txt,inanexchangeon10DecemberwithGerman,GPE
114.txt,Hebelievesthatthemid-DecemberEUSummitinBrusselswillimpactontheUNConference,ORG
114.txt,positivesignalsandcontinuedleadershipfromtheEU,ORG
114.txt,"itwouldbedifficultfortheUNtomakea
commitmentinPoznan.BanalsomaintainedthatsincethenewU.S.administrationwillhavea",PERSON
114.txt,althoughshe,GPE
13.txt,1,CARDINAL
13.txt,Kosovo,GPE
13.txt,"Intérimaire des Nations    
       Unies",ORG
13.txt,"INVESTIGATION TASK FORCE 
 
Allegations of Bribes/Kickbacks for Employment",ORG
13.txt,Pristina Airport,FAC
13.txt,377/04,CARDINAL
13.txt,I - Allegations,ORG
13.txt,Kosovo Police Service,ORG
13.txt,"Pristina Airport 
Border Police",FAC
13.txt,Non Staff,ORG
13.txt,2,CARDINAL
13.txt,the Department of Just,ORG
13.txt,24 September 2004,DATE
13.txt,two,CARDINAL
13.txt,ITF,ORG
13.txt,III - Investigative Details,ORG
13.txt,3,CARDINAL
13.txt,2l5/04,CARDINAL
13.txt,215-04,DATE
13.txt,4,CARDINAL
13.txt,25-26 July 2004,DATE
13.txt,Official 1 (,LAW
13.txt,Pristi na Airport,FAC
13.txt,Official 1  2,LAW
13.txt,6,CARDINAL
13.txt,"7,000.00",MONEY
13.txt,Offici,GPE
13.txt,7,CARDINAL
13.txt,30,CARDINAL
13.txt,31 July 2004,DATE
13.txt,Official 1’s,LAW
13.txt,Hajvali,PERSON
13.txt,8,CARDINAL
13.txt,Official 1,LAW
13.txt,9,CARDINAL
13.txt,"5.000,00",MONEY
13.txt,10,CARDINAL
13.txt,three,CARDINAL
13.txt,“Airport St aff,FAC
13.txt,"Pristina 
Airport",FAC
13.txt,11,CARDINAL
13.txt,two days later,DATE
13.txt,an additional €,MONEY
13.txt,Official 2’s,LAW
13.txt,approximately € 180,MONEY
13.txt,night,TIME
13.txt,Restaurant 2,ORG
13.txt,Non-Staff,ORG
13.txt,225,MONEY
13.txt,190,MONEY
13.txt,Pristina Airp,FAC
13.txt,one,CARDINAL
13.txt,English,LANGUAGE
13.txt,Official 5,LAW
13.txt,Kosovar,ORG
13.txt,Airport,ORG
13.txt,12,CARDINAL
13.txt,6 Septembe r 2004,DATE
13.txt,KPS,GPE
13.txt,mem ber 4,PERSON
13.txt,3 13,DATE
13.txt,5,DATE
13.txt,KPS Officer,ORG
13.txt,"3.000,00",CARDINAL
13.txt,the Department of Justice,ORG
13.txt,15,CARDINAL
13.txt,Financial Investigation Unit,ORG
13.txt,Pillar,ORG
13.txt,Air,ORG
13.txt,"the 
Department of Justice",ORG
13.txt,UNMIK Pil,ORG
13.txt,"Department of 
Justice",ORG
14.txt,UNITED NATIONS,ORG
14.txt,Kosovo,GPE
14.txt,Intérimaire des Nations,ORG
14.txt,"INVESTIGATION TASK FORCE 
 
Investigation into Allegations of Bribery",ORG
14.txt,Favou,ORG
14.txt,Procurement of Uniforms,WORK_OF_ART
14.txt,Pristina Airport,FAC
14.txt,I. Background,PERSON
14.txt,1,CARDINAL
14.txt,Kosovo Trust Agency,ORG
14.txt,Internal Audit Unit,ORG
14.txt,IAU,ORG
14.txt,4,CARDINAL
14.txt,October 2004,DATE
14.txt,"Pristina 
Airport",FAC
14.txt,summer and winter,DATE
14.txt,summer,DATE
14.txt,Pristina Airport Reference No,FAC
14.txt,2,CARDINAL
14.txt,28,CARDINAL
14.txt,Vendor,GPE
14.txt,one,CARDINAL
14.txt,Vendor 2,PERSON
14.txt,"the Bid Evaluation 
Committee",ORG
14.txt,a mem ber,QUANTITY
14.txt,the Finance Department,ORG
14.txt,favou,ORG
14.txt,3,CARDINAL
14.txt,Procurem,PERSON
14.txt,Officer 1,LAW
14.txt,ITF,ORG
14.txt,the Finance Office,ORG
14.txt,"2 
 
Provisional Criminal Code of",ORG
14.txt,Article 343 “ Accepting Bribes,LAW
14.txt,"Article 344 “Giving 
Bribes” 
 
Finance Administration",LAW
14.txt,Revi,PERSON
14.txt,15 December 1999,DATE
14.txt,"Full and Fair 
Competition",WORK_OF_ART
14.txt,Section 23.9 “Examination and Evaluat,LAW
14.txt,"Tenders” 
 
Allegation 3 : that",ORG
14.txt,"the Bid 
Evaluation Committee",FAC
14.txt,"Tenders” 
 
Allegation 4 :",ORG
14.txt,"Full and Fair 
Competition” 
 
Allegation 5 :",WORK_OF_ART
14.txt,Procurement Offi,ORG
14.txt,Article 161 “ Threat,LAW
14.txt,6,CARDINAL
14.txt,Vendor 1,PERSON
14.txt,a Bid Opening Commit,ORG
14.txt,10-06-04,DATE
14.txt,three,CARDINAL
14.txt,7,CARDINAL
14.txt,a Bid Evaluation Committee,ORG
14.txt,18-06-0 4,DATE
14.txt,23,CARDINAL
14.txt,"106,059",MONEY
14.txt,two,CARDINAL
14.txt,Vendor,ORG
14.txt,Pristina,GPE
14.txt,9,CARDINAL
14.txt,Bid Opening Committee,ORG
14.txt,10,CARDINAL
14.txt,Finance,ORG
14.txt,Committee,ORG
14.txt,the day,DATE
14.txt,first,ORDINAL
14.txt,second,ORDINAL
14.txt,12,CARDINAL
14.txt,Pristina Airport Official,FAC
14.txt,the Bid Evaluat ion Committee,ORG
14.txt,Accord,PRODUCT
14.txt,15,CARDINAL
14.txt,13,CARDINAL
14.txt,5,CARDINAL
14.txt,Committ,PERSON
14.txt,Vendor 2’s,PERSON
14.txt,Vendor 1,LAW
14.txt,Pristina Airport Official’s,FAC
14.txt,14,CARDINAL
14.txt,the Bid Evaluation Committee,ORG
14.txt,the Bid Opening Committee (Procureme nt Officer 1 and,ORG
14.txt,the Bid Opening Co,ORG
14.txt,the Bid Opening Committee,ORG
14.txt,Vendor 1’s,PERSON
14.txt,four,CARDINAL
14.txt,the Bid Evaluation C,WORK_OF_ART
14.txt,Bid Eva luation Committee,ORG
14.txt,the Ministry of Finance,ORG
14.txt,Transportation,ORG
14.txt,16,CARDINAL
14.txt,4or,ORDINAL
14.txt,17,CARDINAL
14.txt,18,CARDINAL
14.txt,two years,DATE
14.txt,the un iforms,ORG
14.txt,the end of August (2004,DATE
14.txt,19,CARDINAL
14.txt,30-06-04,DATE
14.txt,un,ORG
14.txt,20,CARDINAL
14.txt,KTA,ORG
14.txt,07-07-04,DATE
14.txt,Pri,PERSON
14.txt,Airport Official,PERSON
14.txt,"Pristina Airport 
Official",FAC
14.txt,21,CARDINAL
14.txt,Pristina Airport Officia,FAC
14.txt,Vendor 1’s,LAW
14.txt,"1 
 
22",DATE
14.txt,Procurement,PRODUCT
14.txt,KTA Internal Audit,ORG
14.txt,The Civil Engineer,ORG
14.txt,The Civil Engineer,WORK_OF_ART
14.txt,Procureme,PRODUCT
14.txt,24,CARDINAL
14.txt,don e.,PERSON
14.txt,Ven,GPE
14.txt,26,CARDINAL
14.txt,the B id Evaluation Committee,ORG
14.txt,Simila,PERSON
14.txt,Airpo rt Official,PERSON
14.txt,"the Bid 
Evaluation Committee",ORG
14.txt,29,CARDINAL
14.txt,V. Recommendations,PERSON
14.txt,30,CARDINAL
14.txt,UNMIK Pillar IV,ORG
14.txt,Interna l Audit Unit,ORG
14.txt,UNMIK,ORG
14.txt,"the 
Department of Justice",ORG
14.txt,the Financial Investigati on Unit,ORG
15.txt,UNITED NATIONS,ORG
15.txt,Kosovo,GPE
15.txt,"Intérimaire des Nations 
Unies",ORG
15.txt,14KJanuaryK2005,CARDINAL
15.txt,"K 
 K
REFERENCE",ORG
15.txt,KSørenKJessenAPetersenK,PERSON
15.txt,"KwasKprovidedKwithKaKcopyKofKaKletterKdatedK28K
MayK2004,KfromKtheKCargoKManagerKofKanKAirlineKtoKa KStaffKMemberKofKPublicKEnterpriseK",PERSON
15.txt,KInKtheKletter,PERSON
15.txt,"KtheKCargoKManagerK referredKtoKseveralKproblemsKrelativeKtoKanK
",PERSON
15.txt,"ntKofKPristinaKAirportKforKtheKhandlingKofK
theKoutgoingKmailKofKaKMemberKState’sKKFOR.KAtKtheK time",PERSON
15.txt,KPristinaKAirportKstaffKcouldKnotK,ORG
15.txt,Kand,ORG
15.txt,Ktherefore,PERSON
15.txt,"KPristinaKAirportKcollectsKmailA
handlingKrevenuesKonKbehalfKofKtheKAirlineKandKdepo",PERSON
15.txt,"K
K
3.K TheKissuesKidentifiedKinKtheKletterKbyKtheKAirli",ORG
15.txt,0.50,MONEY
15.txt,KITFK,ORG
15.txt,"KthatK
PristinaKAirportKhadKretroactivelyKreducedKitsKhand lingKchargesKforKoutgoingKmailKtoK€0.12/kgK
andKwasKnoKlongerKchargingKVAT.KPristinaKAirportKst affKconfirmedKthisKinformationKandKadvisedK",PERSON
15.txt,assertionsKwereKconfirmedKinKcopiesKofKcorrectedKin,PERSON
15.txt,KThis Kterminology,PERSON
15.txt,KInvestigation Task Force  2,ORG
15.txt,"KTheKancillaryKissuesKofKtheK
disputedKmailKhandlingKrateKandKtheKapplicationKofK",PERSON
15.txt,"K
K
7.K ITF",ORG
15.txt,KbyKthisKmemorandum,PERSON
15.txt,KadvisesKyouKthatKeviden,PERSON
15.txt,KthatKnoKf,PERSON
15.txt,"KWolfgangKNikolaus,",ORG
15.txt,KITFKKosovo,GPE
15.txt,4K604K3896KorKMr,CARDINAL
15.txt,KID/OIOSK,ORG
15.txt,Vienna,GPE
15.txt,KatK+44K1K26060K5406.K,GPE
15.txt,"K
K
cc:K Mr.",ORG
15.txt,KJamesKWasserstrom,PERSON
15.txt,"KOPOEK
K",ORG
15.txt,KMarkKGough,PERSON
15.txt,"KID/OIOSK
 ",ORG
16.txt,ST,GPE
16.txt,18,CARDINAL
16.txt,September 1994,DATE
16.txt,February 2005,DATE
16.txt,STRICTLY,ORG
16.txt,1,CARDINAL
16.txt,DIGITAL,ORG
16.txt,The Investigations Division of the Office of Int ernal Oversight Services,ORG
16.txt,April 2004,DATE
16.txt,UNMIK’s Directorate of Rural Affairs,ORG
16.txt,DRA,ORG
16.txt,Kosovo,GPE
16.txt,one,CARDINAL
